artist_name,total_artist_plays,artist_song_count
Matias Aguayo,20,1
Matisyahu,6757,11
Matmatah,290,1
Matmos,146,2
Matrix & Futurebound,7,1
Matt & Kim,28,1
Matt Costa,13823,10
Matt Nathanson,4098,4
Matt Skiba,342,1
Matt Wertz,7723,5
Matt White,601,1
Mattafix,82,1
Matteah Baim,1,1
Matthew Dear,13244,10
Matthew Good Band,23,1
Matthew Sweet,24,1
Matty G,5,1
Maurice Ravel,395,4
Max Graham,16,1
Max Herre,407,2
Max Richter,40281,13
Max Romeo & The Upsetters,782,1
Maximilian Hecker,36,1
Maxwell,8830,4
Maxïmo Park,10285,21
Maya Jane Coles,6,1
Maybeshewill,30,2
Mayday Parade,19753,7
Mayer Hawthorne,8959,6
Mayhem,320,3
Maylene and the Sons of Disaster,310,2
Mazzy Star,21843,25
McFly,2869,4
Me First and the Gimme Gimmes,3496,5
Meat Beat Manifesto,60,1
Meat Katie,9,1
Meat Loaf,2,1
Meat Puppets,465,4
Mecano,42,1
"Medeski, Martin and Wood",4018,8
Mediengruppe Telekommander,88,1
Mediæval Bæbes,1695,8
Medwyn Goodall,460,2
Meg & Dia,573,1
Megadeth,16140,21
Meghan Trainor,114,2
Mehdi,40,1
Meiko,40,2
Meitz,377,1
Mekka,54,1
Mel Tormé,314,3
Melanie,3040,1
Melechesh,12,1
Melissa Etheridge,56,1
Melissa Ferrick,154,1
Melissa Horn,509,1
Melody Club,1483,2
Melody Gardot,30403,14
Melt-Banana,1192,26
Melvins,2564,17
Members of Mayday,473,1
Memory Cassette,2474,1
Memory Tapes,927,4
Memoryhouse,829,1
Memphis May Fire,1736,10
Men Without Hats,23,1
Menahan Street Band,834,2
Menomena,4526,6
Mercan Dede,323,1
Mercedes Sosa,2,1
Mercury Rev,2856,14
Mercy Mercedes,1,1
MercyMe,230,1
Mercyful Fate,2278,4
Meredith Brooks,51,1
Meredith Monk,82,1
Merle Haggard,18,1
Mesh,41,2
Meshuggah,7090,30
Message To Bears,143,4
Mest,27,1
Metal Church,63,1
Metallica,166320,54
Method Man,920,2
Method Man & Redman,9,1
Methods Of Mayhem,556,1
Metric,159881,19
Metrik,36,1
Metro Area,523,2
Metro Station,2612,3
Metronomy,7893,13
Metropolitan Jazz Affair,230,1
Metsatöll,22,1
Mew,2151,10
Mia Vermillion,1,1
Miami Horror,1652,3
Micatone,16,1
Mice Parade,295,3
Michael Andrews,1,1
Michael Bolton,8760,1
Michael Bublé,18836,10
Michael Cassette,76,1
Michael Franti & Spearhead,2683,2
Michael Gira,92,1
Michael Hedges,273,1
Michael Jackson,4103,15
Michael Kiwanuka,98,1
Michael Nyman,4870,7
Michael Penn,809,1
Michel Polnareff,5,1
Michelle Branch,146,4
Michelle Williams,31,1
Michna,227,1
Mick Jagger,3041,1
Mickey 3D,504,2
Midival Punditz,247,1
Midlake,11926,15
Midnight Star,6,1
Midtown,867,5
Mighty Dub Katz,30,1
Migos,175,1
Miguel,7,1
Miguel Bosé,36,1
Miike Snow,20283,10
Mika,19404,2
Mike & The Mechanics,470,3
Mike Doughty,612,1
Mike Ness,146,1
Mike Oldfield,6710,32
Mike Patton,688,1
Mike Pinto,29,2
Mike Posner,954,2
Mikromusic,8533,5
Milanese,52,4
Milburn,518,3
Miles Davis,370,4
Miles Kane,396,3
Miley Cyrus,20608,10
Milky Chance,690,1
Millencolin,2226,12
Milli Vanilli,612,1
Millie,20,1
Million Dead,21,1
MillionYoung,15,1
Milow,815,1
Mindless Self Indulgence,9760,12
Mindy Smith,1039,1
Miniature Tigers,497,1
Ministry,1367,10
Minitel Rose,349,2
Mink DeVille,25,1
Minks,95,1
Minnie Riperton,23,3
Minor Threat,301,2
Minsk,13,2
Mint Royale,28,1
Minus 8,12,1
Minus the Bear,4074,10
Minutemen,12,2
Miracle Fortress,147,1
Mirah,421,2
Miranda Cosgrove,89,1
Miranda Lambert,19956,7
Miranda Sex Garden,119,4
Mirwais,582,1
Misery Index,243,4
Misery Signals,2524,7
Misfits,29881,26
Miss Kittin,1965,6
Miss Kittin & The Hacker,1303,5
Miss Li,1302,4
Miss May I,111596,1
Mission of Burma,1756,10
Mississippi John Hurt,2847,1
Missy Elliott,111,2
Missy Higgins,300,3
Mistabishi,1623,8
Mithotyn,51,5
Mitski,16,1
Mnemic,535,5
Mo' Horizons,1026,3
Mobb Deep,874,5
Moby,12032,25
Moderat,6195,12
Modern Talking,180,1
Modeselektor,8504,16
Modest Mouse,174356,42
Modestep,165,2
Modjo,1741,4
Modulate,578,5
Modwheelmood,114,3
Mogwai,46085,59
Mohammed Rafi,32,1
Mojave 3,511,5
Mokoma,82,3
Moloko,7757,10
Molotov,7211,3
Molotov Solution,165,4
Moneybrother,215,3
Monica,528,2
Mono,114,1
Mono Input,58,1
Monolake,1415,4
Monsieur Periné,403,1
Monster Magnet,582,4
Monsters of Folk,5061,5
Montgomery Gentry,1504,4
Moodswing,1,1
Moonbabies,1110,1
Moonbeam,71,1
Moonbootica,449,2
Mooncake,19,1
Moondog,215,2
Moonsorrow,736,13
Moonspell,3455,28
Morbid Angel,2625,18
Morcheeba,42252,30
Moriarty,898,6
Moritz von Oswald,33,1
Morning Runner,211,1
Morningwood,61,1
Morphine,1781,6
Morrissey,3802,20
Mors Principium Est,1595,7
Mortal Love,367,9
Mortiis,1905,13
Morton Feldman,35,1
Mos Def,5484,4
Mother Love Bone,937,5
Mother Mother,6722,5
Motion City Soundtrack,6519,13
Motionless in White,1358,4
Motograter,84,1
Motorama,172,3
Motörhead,3691,12
Mount Eerie,51,2
Mount Kimbie,431,5
Mount Sims,53,2
Mountain Man,11,1
Mouse on Mars,797,4
Moussa Diallo,8,1
Mouth of the Architect,267,8
Moving Fusion,117,1
Moving Mountains,2969,9
Moviola,360,1
Mr. Bungle,1006,3
Mr. Flash,256,2
Mr. Mister,5,1
Mr. Oizo,2363,12
Mr. Scruff,5563,16
Ms. Lauryn Hill,29,1
Mtume,12,1
Muchachito Bombo Infierno,291,1
Muddy Waters,4805,7
Mudhoney,3280,10
Mudvayne,11025,20
Muffler,226,3
Mulatu Astatke,1287,1
Mumford & Sons,4883,4
Mumm-Ra,10205,1
Muna,12,1
Munga,89,1
Mungo Jerry,434,1
Municipal Waste,2155,30
Murcof,1074,12
Murderdolls,15,1
Muse,83873,34
Mushroomhead,5052,14
Musical Youth,6455,1
Musiq,3424,1
Mustard Pimp,24,1
Mustard Plug,949,9
Mustasch,418,3
Mutemath,50,2
Mux Mool,986,2
MxPx,1190,6
My Bitter End,330,8
My Bloody Valentine,1114,1
My Chemical Romance,13842,13
My Darkest Days,7,1
My Dying Bride,7211,59
My Morning Jacket,588,3
MyChildren MyBride,596,4
MyGrain,171,1
Myleene Klass,311,1
Mylo,3600,9
Myslovitz,498,15
Mystery Jets,330,2
MØ,90,2
Máire Brennan,363,8
Mägo de Oz,6231,10
Månegarm,1861,21
Måns Zelmerlöw,789,1
Móveis Coloniais de Acaju,2324,10
Mötley Crüe,7775,5
Mýa,2366,1
N*E*R*D,203,4
N.W.A,5143,3
NB Ridaz,775,1
NEEDTOBREATHE,1459,2
NEIKED,92,1
NIHAO?,56,1
NOFX,31267,34
NORA&LEO,55,2
Nachtmahr,25271,9
Nada Surf,4553,6
Nagel,12,1
Naglfar,864,4
Nancy Ajram,412,1
Nancy Sinatra,322,3
Nancy Wilson,2,1
Naoki Kenji,1,1
Napalm Death,1915,36
Nari & Milani,127,1
Narziss,4,1
Nas,2214,4
"Nas & Damian ""Jr. Gong"" Marley",5505,2
Nashville Pussy,88,1
Nasum,185,9
Nat King Cole,1839,4
Natalia Kills,493,2
Natalie Cole,31,1
Natalie Imbruglia,433,5
Natalie Merchant,44,1
Natalie Walker,1043,2
Natasha Bedingfield,595,5
Natasha St-Pier,14,1
Nathan Fake,1195,13
Nathan Sykes,1,1
Nathaniel Rateliff & the Night Sweats,21,1
Natiruts,5685,5
Naughty By Nature,3741,2
Nazareth,446,1
Ne-Yo,65,4
Neaera,1306,12
Necessary Response,78,1
Necrophagist,1005,12
Negură Bunget,600,11
Neil Diamond,135,2
Neil Young,7273,17
Neko Case,14814,17
Nekromantix,36,1
Nelly,5,1
Nelly Furtado,5926,7
Neneh Cherry,4128,1
Neon Indian,142,1
Neon Trees,634,1
Nero,1079,4
Nest,229,2
Netsky,221,8
Neu!,157,3
Neurosis,870,8
Neuroticfish,19,1
Neutral Milk Hotel,41812,17
Neva Dinova,26,1
Nevermore,10376,18
New Edition,280,1
New Found Glory,14645,23
New Kids on the Block,8,1
New Order,18231,29
New Politics,58,1
New Radicals,2183,2
New York Dolls,640,1
New Young Pony Club,2579,6
Newsboys,14,1
Newton Faulkner,12634,6
Nic Chagall,19,1
Nicholas Gunn,607,5
Nick Cave & The Bad Seeds,13128,27
Nick Cave & Warren Ellis,5456,6
Nick Drake,18970,23
Nick Lowe,764,1
Nickel Creek,11926,6
Nickelback,9016,12
Nicki Minaj,956,6
Nico,42,3
Nico & Vinz,4,1
Nicola Conte,18,2
Nicola Roberts,24,1
Nicolas Jaar,26,2
Nicole Scherzinger,877,1
Nicolette,100,1
Nightbreed,120,1
Nightmares on Wax,2708,13
Nightnoise,187,2
Nightrage,205,2
Nightwish,41223,25
Niki & the Dove,3,1
Nil Lara,849,1
Nile,10398,20
Nils Frahm,405,3
Nina Simone,673,5
Nine Black Alps,4692,6
Nine Days,491,1
Nine Inch Nails,72492,40
Nino Rota,10,1
Nirvana,40957,17
Nite Jewel,11,1
Nitin Sawhney,231,3
Nitrous Oxide,80,1
Nitzer Ebb,1823,8
Niyaz,673,8
Nneka,819,5
No Age,2264,11
No Doubt,20460,25
No More,10,1
No Use for a Name,379,2
No-Man,11,1
NoName,11,1
Noah and the Whale,182,5
Nocturnal Rites,12,1
Noir Désir,2299,4
Noisestorm,5,1
Noisettes,4979,6
Noisia,47,2
Noisuf-X,366,5
Nonpoint,74,1
Norah Jones,784,10
Nordman,68,1
Norma Jean,3038,15
Norther,1756,9
Northern Kings,507,3
Northlane,159,1
Nosaj Thing,122,3
Nostalgia 77,70,3
Nothing More,111,1
Nothingface,303,4
Noumena,91,3
Nouvelle Vague,16674,6
Novaspace,5,1
Novembre,280,7
Novika,78,5
Novos Baianos,78,1
"Now, Now",13,1
Nox Arcana,76,1
Nu:Tone,696,2
Nuclear Assault,47,1
Nujabes,65,1
Nuyorican Soul,201,1
Nxworries,11,1
Nôze,644,2
O Rappa,618,5
O-Zone,650,1
O.S.T.R.,216,2
OFENBACH,39,1
OK Go,36635,11
OOIOO,13,2
OSI,181,3
OZMA,726,4
Oasis,11842,19
Oathbreaker,116,1
Obadiah Parker,144,1
Obie Trice,2148,3
Ocean Colour Scene,1516,3
Ocean Jet,2,1
Oceanlab,800,2
Oceano,239,1
Oceansize,329,6
Ochre,534,11
October Tide,372,6
Odd Nosdam,307,1
Of Mice & Men,4912,5
Of Monsters and Men,23,3
Oh Land,66,1
Oh Laura,182,1
"Oh, Sleeper",1686,6
Ohgr,12,1
Ohmna,447,1
Oi Va Voi,3123,7
Oingo Boingo,3,2
Ojos de Brujo,5182,6
Okkervil River,11496,19
Ol' Dirty Bastard,33,1
Old 97's,7,1
Old Crow Medicine Show,6196,5
Old Man's Child,198,7
Olive,3959,1
Oliver Huntemann,28,2
Oliver Mtukudzi,98,1
Oliver Smith,9,1
Olivia Newton-John,4337,2
Olivia Ruiz,873,5
Olivier Messiaen,11,1
Olli Schulz & der Hund Marie,49,5
Om,468,5
Omara Portuondo,1935,2
Omarion,8221,3
Omnium Gatherum,1,1
On Broken Wings,70,2
On-The-Go,3,1
One Day as a Lion,2034,3
One Direction,666,6
One Minute Silence,16,1
One Morning Left,397,2
One Night Only,272,1
One-T,192,1
OneRepublic,18536,6
Oneohtrix Point Never,10,2
Onra,158,1
Onur Özer,5,1
Oomph!,256,4
Operation Ivy,16027,18
Opeth,26366,33
Opus III,475,1
Orange Goblin,106,3
Orange Juice,326,3
Orbital,4627,16
Orchestra Baobab,46,3
Orchestral Manoeuvres in the Dark,158,4
Ordo Rosarius Equilibrio,69,3
Organek,38,1
Orgy,1259,6
Origin,3158,3
Orishas,16209,7
Ornette Coleman,111,2
Orphaned Land,2140,21
Orquesta Del Plata,149,1
Os Mutantes,1135,5
Os Paralamas Do Sucesso,811,6
Osker,39,1
Otep,3494,13
Otis Redding,1725,5
Otis Rush,202,1
Ott,1650,6
Ottmar Liebert,22,1
Ou Est Le Swimming Pool,3669,2
Oumou Sangare,282,2
Our Lady Peace,1893,7
Our Last Night,1087,8
Out Hud,6,1
OutKast,13135,16
Overkill,563,5
Overseer,177,4
Owen Pallett,10397,10
Owl City,130872,17
Owls,44,1
Ozric Tentacles,49,1
Ozzy Osbourne,6100,15
P!nk,151,6
P.O.D.,3792,7
PANTyRAiD,4356,6
PJ Harvey,34647,45
POLYSICS,34,1
PPK,1297,1
PUFFY,11,1
PUSH,9,1
Pain,230,4
Pain of Salvation,4644,21
Painkiller,1,1
Pakito,58,1
Pale Saints,777,10
Pallbearer,42,2
Paloma Faith,62,2
Pan Sonic,17,1
Panda Bear,1865,6
Pangaea,27,1
Panic! at the Disco,1595,6
Pantera,1421,9
Panteón Rococó,3133,2
Pantha du Prince,2181,9
Panzer AG,246,12
Paolo Conte,92,1
Paolo Nutini,9115,6
Papa Roach,13521,15
Papas Da Língua,678,1
Papas Fritas,1,1
Paper Route,412,1
Paperclip People,31,1
Paprika Korps,1,1
Para One,128,7
Parachute,6450,3
Paradis,10,1
Paradise Lost,5316,40
Paramore,6251,15
Parenthetical Girls,56,1
Pariah,31,1
Paris Combo,1893,4
Paris Hilton,27,1
Parkway Drive,10972,21
Parliament,2493,3
Parov Stelar,21435,5
Parts & Labor,101,1
Passion Pit,51051,13
Pat Benatar,8,1
Pat Travers,37,1
Pati Yang,933,12
Pato Fu,567,1
Patrice Rushen,43,1
Patricia Kaas,775,1
Patrick Doyle,323,1
Patrick Park,1159,1
Patrick Watson,7580,9
Patrick Wolf,5387,15
Patrycja Markowska,92,1
Patsy Cline,14,2
Patti Smith,1528,6
Patty Griffin,390,1
Paul Anka,3,1
Paul Cardall,2353,2
Paul Hardcastle,8,1
Paul Kalkbrenner,15921,14
Paul Kelly,47,1
Paul Mauriat,1462,1
Paul McCartney,3687,3
Paul Oakenfold,1,1
Paul Potts,155,1
Paul Simon,2969,9
Paul Stanley,6126,1
Paul Weller,14,1
Paul Westerberg,288,1
Paul van Dyk,48,2
Paula Abdul,32,1
Pauline London,193,1
Pavement,25806,17
Pawel,1,1
Peabo Bryson,7,1
Peace Orchestra,1609,3
Peaches,9342,21
Peaches & Herb,3390,1
Pearl Jam,27645,24
Peccatum,14,1
Pedro the Lion,1003,6
Peeping Tom,2758,3
Peggy Lee,616,3
Pelican,202,4
Pendulum,24883,14
Penguin Cafe Orchestra,7740,12
Penguin Prison,577,1
Pennywise,104,3
Pentagram,610,10
Penumbra,144,5
Pepper,4074,4
Pere Ubu,178,3
Perfume,54,4
Perfume Genius,90,4
Periphery,143,3
Perturbator,2121,2
Pescado Rabioso,792,1
Pet Shop Boys,15432,12
Pete Murray,156,3
Pete Rock,599,2
Pete Rock & C.L. Smooth,14,1
Pete Townshend,1345,1
Pete Yorn,556,4
Pete and the Pirates,700,1
Peter & Gordon,4475,1
Peter Bjorn and John,10583,20
Peter Bradley Adams,2540,1
Peter Broderick,435,6
Peter Doherty,1421,5
Peter Fox,20,1
Peter Gabriel,13382,16
Peter Green,1317,2
Peter Murphy,2078,6
Peter Tosh,1440,3
"Peter, Paul & Mary",14,1
PeterLicht,46,2
Petey Pablo,37,1
Petit biscuit,64,1
Phaeleh,2,1
Phantogram,33,2
Phantom Planet,273,3
Pharmakon,117,1
Pharoahe Monch,253,1
Pharrell Williams,131,1
Phil Collins,11875,17
Phil Ochs,3056,1
Phil Vassar,886,2
Philip George,85,1
Philip Glass,1588,8
Philipp Poisel,2518,7
Phillip Phillips,17,1
Phish,764,3
Phoenix,47203,13
Phosphorescent,569,1
Photek,834,7
Piano Magic,1103,2
Pianos Become the Teeth,889,1
Pictureplane,3,1
Pidżama Porno,28,1
Piemont,25,1
Pierce The Veil,13,2
Pietro Mascagni,298,1
Pig Destroyer,2038,44
Pillar,423,1
Pinback,9013,4
Pinch,87,1
Pink Floyd,3485,28
Pink Martini,8457,13
Pink Turns Blue,26,2
Pinkshinyultrablast,1,1
Pissed Jeans,66,2
Pitbull,206,3
Pitchshifter,13,1
Pity Sex,244,1
Pixie Lott,1386,3
Pixies,81151,42
Placebo,37074,35
Plaid,143,5
Plaided,16,1
Plain White T's,84150,16
Plan B,3597,3
Planet Funk,102,1
Plants and Animals,19,1
Plastikman,699,2
Playaz Circle,714,1
Playboi Carti,30,1
Player,2,1
Plazma,1,1
Pleasurekraft,11,1
Plej,81,1
Plushgun,2976,1
Pnau,2024,5
Poe,1425,2
Poets of the Fall,9,2
Pohlmann.,1368,1
Poison,417,2
Poison the Well,1630,6
Poisonblack,696,14
Polarkreis 18,1003,2
Pole,164,6
Poliça,9,2
Polygon Window,200,4
Pompeya,11,1
Popof,239,2
Porcupine Tree,15289,21
Porno for Pyros,119,2
Pornopop,121,1
Port O'Brien,998,2
Porter Ricks,1,1
Porter Robinson,27,1
Portico Quartet,79,1
Portishead,15843,18
Portugal. The Man,7308,19
Possessed,26,2
Post Malone,466,1
Powderfinger,1,1
Powerman 5000,2052,5
Powerwolf,533,15
Prefab Sprout,4,1
Prefuse 73,151,6
Prelude,7,1
Prem Joshua,541,1
Premiata Forneria Marconi,12,1
Pretty Girls Make Graves,838,5
Pride and Fall,32,2
Primal Fear,530,4
Primal Scream,827,11
Primordial,2296,19
Primus,22657,45
Prince,4280,19
Prince Buster,727,2
Priscilla Ahn,1323,2
Progression,800,1
Project Pitchfork,623,7
Promoe,1645,1
Prong,2,1
Propagandhi,713,3
Propellerheads,6020,6
Protest the Hero,1110,4
Pryda,227,2
Psapp,408,6
PsyOpus,202,6
Psychic TV,25,1
Psyclon Nine,20,1
Psycroptic,150,3
Public Enemy,159,1
Public Image Ltd.,3966,6
Puddle of Mudd,6856,9
Pulp,12437,12
Pulsedriver,6,1
Pur,3,1
Pure Reason Revolution,217,2
Puretone,6,1
Puscifer,2,1
Pyotr Ilyich Tchaikovsky,247,1
Q Project,60,3
Q-Tip,2699,5
Qntal,45,3
Quantic,10047,14
Quarion,49,2
Quarteto Em Cy,1284,1
Quasimoto,18,1
Quatermass,7,1
Queen,11969,23
Queen Adreena,194,1
Queens of the Stone Age,28418,16
Queensrÿche,4483,7
Quicksand,273,4
Quo Vadis,111,1
R. Kelly,5930,2
R.E.M.,3281,12
RENTRER EN SOI,68,7
REO Speedwagon,10928,1
RIP SLYME,216,3
RJD2,3453,10
RX Bandits,2141,10
Ra Ra Riot,8709,5
Rabia Sorda,53,1
Rachael Yamagata,1302,4
Rachel Browne,217,1
Rachel Platten,18,1
Rachel Portman,524,1
Radical Face,86,3
Radio Moscow,3949,12
Radiohead,179341,64
Rae & Christian,7,1
Raekwon,722,1
Raffertie,1578,1
Rage,21,1
Rage Against the Machine,25910,17
Raimundos,535,4
Rainbow,611,7
Raised Fist,3408,4
Rakim,1632,3
Ramin Djawadi,276,4
Rammstein,94865,42
Ramona Falls,1237,3
Ramones,2257,14
Rancid,1783,10
Random Forest,1,1
Randy Crawford,2056,1
Randy Houser,3830,2
Randy Newman,131,1
Randy Travis,2,1
Rank 1,5472,8
Rascal Flatts,890,3
Rasmus Seebach,89,1
Rasputina,21,1
Rata Blanca,10964,1
Ratatat,51685,30
Ratos De Porão,4,1
Ratt,19,1
Raul Seixas,50,1
Raunchy,61,1
Rawthang,31,1
Ray Charles,647,9
Ray J,211,2
Ray LaMontagne,21450,8
Ray Lynch,1448,2
"Raz, Dwa, Trzy",58,1
Razed in Black,62,2
Razorlight,2202,12
Ready For The World,1450,1
Reagan Youth,50,1
Real Estate,3901,10
Reamonn,1420,1
Rebecca Ferguson,15,1
Rebelution,114,4
Recoil,175,5
Red,1144,7
Red Hot Chili Peppers,9261,24
Red House Painters,787,3
Red Line Chemistry,19,1
Red Lorry Yellow Lorry,8,1
Red Snapper,3048,7
Red Sparowes,1588,8
Red Velvet,355,2
Redman,1947,2
Reef,2,1
Reel Big Fish,14298,32
Refused,3952,18
Reggie and the Full Effect,229,1
Regina Spektor,12607,11
Reik,2260,1
Reinhard Mey,17,1
Relient K,12170,10
Renan Luce,1642,3
Renaud,67,1
Reptar,527,1
Republica,522,1
Republika,309,8
Repulsion,38,2
Reso,295,2
Rev Theory,348,1
Reverend Bizarre,158,5
Reverend and the Makers,157,1
Revolting Cocks,17,2
Revolver,569,1
Revolverheld,455,3
Rex the Dog,51,1
Rhapsody,5344,4
Rhapsody of Fire,1119,8
Rhett Akins,2484,1
Rich Boy,5568,1
Richard Armitage,65,1
Richard Ashcroft,6301,8
Richard Cheese,8137,3
Richard Devine,33,1
Richard Hawley,1346,2
Richard Marx,766,2
Richard Thompson,47,1
Richgirl,313,1
Richie Spice,1144,1
Rick James,136,1
Rick Ross,3137,2
Rick Wakeman,194,1
Ricky Nelson,80,2
Ride,732,7
Rihanna,32962,22
Rilo Kiley,19529,11
Ringo Deathstarr,370,4
Ringo Starr,43,2
Rings of Saturn,332,1
Rinôçérôse,328,1
Riot,52,1
Ripperton,63,1
Rise Against,126889,42
Rita Marley,3,1
Rita Ora,468,1
Ritchie Valens,878,1
Rites of Spring,8,1
Rival Consoles,52,2
Rival Schools,3607,5
Rival Sons,11,1
Riverside,21978,29
Roadrunner United,485,3
Rob Dougan,1034,3
Rob Zombie,38770,20
Robbie Dupree,3,1
Robbie Williams,10938,21
Robert Babicz,41,1
Robert Cray,352,1
Robert Hood,31,1
Robert Johnson,1046,4
Robert Miles,153,4
Robert Palmer,825,1
Robert Plant,147,2
Robert Rich,24,1
Robert Wyatt,1354,1
Robin Thicke,12562,6
Robin Trower,23,1
Robyn,429,4
Rocco,308,1
Rock Mafia,3,1
Rocketship,76,2
Rocky Votolato,2665,2
Rod Stewart,822,2
Rodger Collins,317,1
Rodney Hunter,130,1
Rodrigo Leão,222,1
Rodrigo y Gabriela,15926,9
Roger Sanchez,196,1
Roger Waters,2002,6
Rogue Wave,5257,4
Rokia Traoré,135,3
Roksonix,217,1
Roland Appel,7,1
Rolo Tomassi,62,1
Rome,92,2
Ron Pope,26,1
Ronald Jenkees,30,2
Ronan Hardiman,3076,5
Roni Size,281,5
Room Eleven,133,1
Rooney,423,2
Roosevelt,29,2
Roots Radics,7,1
Rory Gallagher,4111,1
Rosalia De Souza,81,1
Rose Funeral,499,7
Rosenstolz,63,1
Rosetta,298,6
Rosetta Stone,151,3
Rosie Thomas,266,1
Rotersand,362,6
Rotten Sound,267,7
Rotting Christ,305,9
Roudoudou,574,1
Rouge Rouge,363,1
Rowland S. Howard,15,1
Roxette,174,4
Roxy Music,5139,8
Roy Orbison,310,6
Royal Blood,105,2
Rozalla,1599,1
RuPaul,107,1
Rubén González,501,3
Rudy Mills,217,1
Rufio,1790,5
Rufus,12,1
Rufus Wainwright,20872,21
Ruins,6,1
Run the Jewels,119,1
Running Wild,209,5
Ruoska,161,4
Rupert Holmes,43,1
Rush,12174,28
Rusko,5653,3
Russian Circles,1467,9
Russian Red,3,1
Ryan Adams,26952,25
Ryan Adams & The Cardinals,4366,4
Ryan Bingham,2446,1
Ryan Leslie,1510,1
RÜFÜS DU SOL,7,1
Róisín Murphy,4632,4
Róże Europy,8,1
Röyksopp,54140,29
S Club 7,2471,2
SBTRKT,1,1
SKOLD vs. KMFDM,327,4
SKisM,9,1
SOHN,44,1
SPK,4,1
SR-71,173,2
Sabaton,89435,9
Sabrepulse,12,1
Sacred Reich,7,1
Sade,34003,33
Safri Duo,430,1
Saga,1233,1
Sage Francis,1862,3
Saint Etienne,252,4
Saint Vitus,1531,1
Salem,18,3
Salif Keita,2063,3
Saliva,33169,15
Sally Dige,71,1
Sally Shapiro,591,4
Salt The Wound,1013,11
Salt-N-Pepa,157,1
Sam Cooke,616,6
Sam Roberts,2236,3
Sam Smith,6071,3
Sam Sparro,1371,4
Sam The Sham & The Pharaohs,68,1
Samael,4643,21
Samantha James,1961,2
Samantha Mumba,1105,1
Sambassadeur,115,3
"Sammy Davis, Jr.",52,2
Sammy Kershaw,1461,1
Samuel Barber,79,1
Samy Deluxe,580,4
Sanctuary,111,2
Sandie Shaw,896,1
Santa Sabina,1,1
Santana,8855,10
Santigold,5803,6
Saosin,10347,10
Sara Bareilles,9507,8
Sara Evans,42,2
Sarah Blasko,1197,2
Sarah Brightman,4235,7
Sarah Connor,303,2
Sarah McLachlan,1499,9
Sarah Vaughan,55,2
Sarcófago,7,1
Sascha Funke,551,8
Sash!,1097,2
Sasha,171,3
Saturnus,377,2
Satyricon,7852,9
Saul Williams,1976,5
Savage Garden,8081,4
Savages,35,2
Savatage,8,2
Save Ferris,351,1
Saves the Day,3787,6
Sawa,142,1
Saxon,1249,2
Saxon Shore,86,2
Say Anything,13818,18
Say Lou Lou,17,1
Scann-Tec,34,1
Scar Symmetry,3638,20
Scarling.,120,1
Scars on Broadway,2859,8
Scary Kids Scaring Kids,974,7
Scatman John,6052,2
Schandmaul,12,1
School of Seven Bells,1783,5
Scissor Sisters,21986,14
Scooter,8536,16
Scorn,30,1
Scorpions,5006,13
Scott Grooves,401,1
Scott Walker,597,5
Scott Weiland,2,1
Scouting for Girls,422,2
Scratch Acid,11,1
Scream Daisy,270,1
Screaming Trees,1913,11
Scritti Politti,777,1
Scuba,336,6
Sea Of Treachery,54,1
Sea Wolf,4188,4
Seabound,403,9
Seals & Crofts,83,1
Sean Kingston,658,5
Sean Lennon,122,1
Sean Paul,662,6
Seasick Steve,3271,1
Seba,1,1
Sebadoh,223,4
Sebastian,411,2
Sebastian Ingrosso,538,1
Secondhand Serenade,6547,4
Secos & Molhados,1080,4
Secret Chiefs 3,113,6
Secret Garden,5522,9
Secret Machines,241,2
Secret Service,5483,1
Secret Shine,17,1
Section 25,108,1
See You Next Tuesday,398,14
Seeed,6901,10
Seefeel,242,2
Seether,596,5
Seinabo Sey,5,1
Selah Sue,53,1
Selena Gomez,1232,4
Selena Gomez & the Scene,1449,3
Semisonic,6257,3
Senses Fail,8864,10
Sentenced,1811,16
Sepalcure,1,1
Sephiroth,190,7
September,1387,4
Septicflesh,42,1
Sepultura,2968,18
Serge Gainsbourg,919,14
Sergei Rachmaninoff,60,1
Sergent Garcia,554,2
Serj Tankian,19,1
Set Fire to Flames,23,1
Set Your Goals,4408,14
Settle The Sky,53,1
Seu Jorge,1745,3
Sevdaliza,1053,3
Seven Mary Three,207,1
Sevendust,1123,8
Sexy Sushi,666,3
Sezen Aksu,557,1
Sha Na Na,224,1
Shackleton,185,1
Shadows Fall,7127,13
Shaggy,12219,3
Shai,5559,1
Shai Hulud,112,1
Shajan,124,1
Shakespear's Sister,776,1
Shakira,54172,13
Shakti,76,1
Shalamar,1668,1
Sham 69,104,1
Shaman,672,5
Shania Twain,5841,5
Shantel,13415,8
Sharelle,12,1
Sharon Jones and the Dap-Kings,3728,5
Sharon Van Etten,1491,3
Shawn Mendes,191,1
Shawty Lo,1,1
Shayne Ward,1401,2
She & Him,46027,19
She Makes War,150,1
She Wants Revenge,11376,18
Shearwater,364,1
Sheena Easton,32,1
Sheila Chandra,142,2
Shellac,265,5
Shenandoah,81,1
Sherwood,170,1
Sheryl Crow,2682,6
Shimon & Andy C,151,1
Shinedown,20573,3
Shinichi Osawa,27,1
Shiny Toy Guns,4,1
Shirley Bassey,17,1
Shitdisco,182,5
Shitmat,24,2
Shivaree,10,1
Shlohmo,54,1
ShockOne,26,1
Shocking Blue,20,1
Shogun,314,1
Shout Out Louds,6253,11
Shovels & Rope,5,1
